N,P,K,temperature,humidity,ph,rainfall,label
42,59,54,34.071784,91.758573,6.675368,162.785877,papaya
39,58,24,25.965569,71.743168,5.748859,90.832841,blackgram
87,24,65,37.441653,82.787005,6.785053,58.829876,watermelon
41,55,46,32.453525,90.405487,6.732489,196.606006,papaya
11,38,45,37.629247,91.610567,7.318187,147.129466,coconut
15,87,30,28.168204,50.324781,5.678826,102.089813,pigeonpeas
32,74,24,27.407179,47.318174,6.857155,104.52485,pigeonpeas
104,77,47,32.922978,80.271274,6.964915,201.822884,banana
96,58,62,33.617739,88.616646,7.880382,151.826729,jute
129,40,40,22.145289,63.064164,7.224977,105.052603,cotton
12,13,27,26.389926,87.551507,7.714532,103.609738,coconut
3,24,28,32.930316,89.630692,6.653917,133.443829,coconut
83,28,46,25.288576,97.63338,6.597994,50.551525,muskmelon
13,78,31,19.774065,53.233145,6.01042,101.93335,kidneybeans
104,46,53,24.435919,89.974211,6.083108,225.261831,rice
117,71,53,31.248824,87.357104,5.519427,156.420609,banana
110,56,38,33.998961,73.550369,6.739976,117.197126,cotton
17,126,187,17.335195,87.687635,5.87797,98.38131,grapes
17,20,51,31.628268,87.100477,5.726246,125.444824,pomegranate
107,39,61,25.290712,93.727911,7.055982,41.701305,muskmelon
78,53,42,31.247466,78.913699,7.001505,176.694387,jute
5,129,208,21.124284,97.580157,5.763275,171.781038,apple
124,47,17,31.712994,74.276684,6.062609,71.734418,cotton
75,65,65,36.87623,70.045488,7.540892,204.570942,jute
90,51,39,31.723659,87.285995,6.602459,184.188104,jute
21,12,42,36.577639,88.718694,7.377029,105.23036,pomegranate
89,47,38,25.491103,77.754553,7.580724,237.523738,jute
11,122,192,18.299041,98.617712,6.545545,153.279122,apple
36,106,200,15.145762,93.301784,6.939042,68.947288,grapes
106,39,35,37.46006,57.192316,7.816202,79.249475,cotton
30,21,65,34.103196,87.349124,6.808917,196.027506,pomegranate
82,64,36,26.832437,82.759956,6.015987,189.879396,jute
24,118,196,8.962635,91.572547,6.741002,116.212797,grapes
95,50,51,32.490158,73.611855,6.745873,180.703137,jute
111,36,49,24.269246,90.547295,6.166458,41.159175,watermelon
11,50,38,32.485968,87.425885,6.253906,49.775961,mungbean
12,26,54,20.932212,91.089133,6.478925,136.090764,pomegranate
36,111,198,10.75564,85.090138,6.723562,68.354048,grapes
110,63,18,26.586114,63.31974,7.70075,88.283791,cotton
11,65,38,18.52803,55.394708,6.523178,100.962279,kidneybeans
31,32,34,35.99064,66.895436,6.597477,127.800175,mango
7,32,31,31.837114,96.153027,7.746904,169.378597,coconut
18,124,196,18.756218,92.899927,6.103651,195.373564,apple
5,141,191,19.078699,96.131288,5.628534,198.340118,apple
11,59,33,18.30945,62.959368,6.876255,51.261614,lentil
0,134,196,22.395126,98.25299,6.8665,116.415018,apple
15,128,206,18.251262,93.29974,6.593113,183.521001,apple
4,123,203,23.142987,92.152682,6.159898,171.697736,apple
87,55,44,31.535694,77.730033,6.546595,229.608668,jute
33,67,19,25.561855,75.616237,6.586591,111.532121,blackgram
94,64,46,30.849695,85.965697,7.040788,155.964067,jute
6,11,49,25.047282,89.13627,6.142227,189.288183,coconut
28,60,37,24.354817,45.95654,6.126271,124.772589,kidneybeans
108,65,32,31.081941,64.590931,7.376319,79.189516,cotton
20,129,200,23.294414,92.938206,6.61443,158.381947,apple
110,20,61,33.72217,83.438665,6.923267,50.026809,watermelon
72,51,44,25.516901,77.014854,6.697067,168.977788,rice
25,81,39,22.153835,45.878067,6.792927,99.656762,kidneybeans
48,59,51,30.694781,98.434032,6.712073,218.606735,papaya
3,18,13,12.511533,88.653878,6.738308,132.710956,orange
36,116,185,17.450226,92.841843,5.530556,109.474898,grapes
28,35,38,27.760187,89.66404,6.374982,148.582041,pomegranate
131,53,32,27.059043,76.853888,6.341038,92.717417,cotton
83,43,63,28.743051,78.4981,6.715503,207.65658,jute
84,42,33,26.840719,84.144135,5.467585,231.398572,rice
76,62,46,28.956454,84.839477,7.807897,183.265711,jute
1,135,204,23.014068,97.607885,6.899156,195.804616,apple
40,74,30,23.542683,42.493114,6.738131,136.151775,kidneybeans
105,35,52,24.212966,79.568841,6.140915,223.348311,rice
28,132,210,14.030064,89.319771,6.503999,105.103969,grapes
109,34,56,35.73217,91.402911,6.124436,33.196309,muskmelon
23,73,18,31.686049,47.63818,5.73369,117.4503,pigeonpeas
39,28,61,33.041094,89.465428,6.770402,131.829455,pomegranate
91,15,52,25.479456,95.956597,7.493143,29.911731,muskmelon
46,60,51,37.091955,90.174408,6.82685,242.040416,papaya
25,31,42,31.08309,90.793556,5.655748,182.19532,pomegranate
114,43,40,33.669019,69.977272,7.284177,112.428348,cotton
31,126,198,15.984478,82.733742,6.398326,127.216865,grapes
7,47,53,22.017723,55.772275,6.407161,165.433494,coffee
100,36,51,26.973233,80.607593,5.949607,40.048686,watermelon
80,39,56,35.352903,82.556408,6.154956,43.895999,watermelon
112,38,40,30.282155,55.52677,6.579981,75.521346,cotton
81,56,55,27.041733,83.992968,6.410798,160.239822,jute
100,71,47,27.115845,93.993662,5.568806,168.890091,banana
112,65,16,34.987101,73.668017,7.2929,70.783537,cotton
29,30,60,29.616971,90.54296,5.701327,108.533209,pomegranate
9,17,33,25.708662,95.759162,6.670496,127.065137,coconut
116,39,33,35.176454,73.600026,6.567479,94.223478,cotton
3,16,47,26.214989,88.475561,5.242188,145.328502,coconut
35,39,32,31.599261,67.424046,5.932612,116.357856,mango
86,37,56,27.907613,70.723444,6.255121,165.942436,jute
116,45,40,22.031497,94.429771,6.209982,198.272856,rice
20,13,8,15.291295,85.22202,7.001305,118.970871,orange
32,31,37,34.89414,66.374664,6.410547,167.497469,mango
21,86,32,20.583041,58.224577,6.399565,111.314351,kidneybeans
16,24,26,26.19099,98.059292,6.69798,163.143353,coconut
28,108,196,9.556364,90.916277,6.433732,66.396786,grapes
9,41,51,16.847535,68.411206,6.247578,175.636176,coffee
14,24,48,27.299525,45.333174,6.038727,181.956569,mango
17,114,202,9.819903,92.550056,6.102594,103.50906,grapes
49,71,46,35.949369,97.512273,6.703102,112.817349,papaya
102,25,56,37.203091,97.262292,6.754209,21.466908,muskmelon
53,62,52,26.661615,92.114154,7.350069,207.024061,papaya
16,133,194,11.686234,91.731847,6.256751,102.988551,grapes
74,60,37,18.285714,51.235794,5.876362,108.934107,maize
69,50,63,30.613093,86.297214,6.807219,166.249284,jute
13,63,34,25.533423,51.032465,6.992702,126.37581,kidneybeans
37,15,37,22.540818,87.262273,7.304681,199.622019,pomegranate
17,46,41,16.88618,55.980144,6.640905,169.462906,coffee
116,29,58,34.714293,94.219626,5.809777,47.595288,watermelon
37,19,46,19.795319,91.069064,6.308661,195.093568,pomegranate
11,38,51,34.731832,51.051705,6.330319,127.023628,mango
31,115,193,9.232441,84.643639,6.281882,110.291784,grapes
25,70,30,29.40007,50.983316,6.669253,133.892569,pigeonpeas
104,32,53,30.442237,87.951183,6.860414,41.044192,watermelon
7,21,40,35.244914,97.025882,6.611202,126.892757,coconut
120,40,58,32.163115,92.578061,7.063046,29.124172,muskmelon
36,62,96,24.572997,25.421949,6.568545,57.637073,chickpea
90,57,51,22.987882,84.841494,6.271325,220.676425,rice
14,21,32,36.51555,66.235734,5.257595,88.24482,mango
12,135,183,14.576169,89.137783,5.840721,126.623261,grapes
30,27,64,34.662885,86.607599,6.430575,113.480344,pomegranate
31,87,27,29.737289,54.024205,6.19951,78.65212,pigeonpeas
3,19,48,28.121584,85.08667,7.464593,104.10928,coconut
30,17,44,23.511533,89.067839,6.956615,172.019337,pomegranate
48,59,44,32.546507,98.230453,7.032964,186.429778,papaya
105,14,47,31.534181,97.916324,6.927772,35.873886,muskmelon
13,80,30,25.139085,64.357598,6.223915,138.622297,pigeonpeas
71,50,42,25.367177,77.849727,6.514144,178.155969,jute
35,10,28,32.761737,47.874504,6.679745,181.566012,mango
25,65,34,18.477685,54.87027,6.016837,92.2909,kidneybeans
10,63,52,24.271742,71.270752,6.572992,160.017539,coffee
11,17,54,33.800478,95.628016,7.159004,116.662933,coconut
19,24,45,29.629434,87.744829,6.486115,144.135329,pomegranate
38,70,32,24.130922,52.298619,5.861837,142.77223,pigeonpeas
20,33,45,30.444667,56.648803,4.744125,186.626766,mango
28,131,209,8.55567,81.28978,6.113537,68.957012,grapes
33,102,188,14.18044,85.245274,6.505977,61.367144,grapes
0,61,30,28.054881,72.823234,7.009878,206.572968,coffee
91,22,57,34.068655,86.654214,5.960254,41.744083,watermelon
11,48,47,19.609192,63.006427,6.157924,163.192809,coffee
86,32,47,29.750286,95.019406,7.371862,22.316043,muskmelon
104,46,43,27.914888,90.140234,6.183485,191.855575,rice
21,122,181,11.288608,81.653796,6.260052,118.807295,grapes
8,144,203,18.589764,94.998125,6.238048,164.886209,apple
36,60,72,25.88261,39.710843,6.758308,75.255715,chickpea
16,56,38,37.803265,57.269066,3.672254,42.657726,mothbeans
118,24,48,28.760838,90.581222,6.631622,60.779866,watermelon
8,16,54,36.316461,93.046752,5.052638,100.094189,coconut
70,39,44,21.678508,86.025945,5.886332,287.884696,rice
27,58,36,29.858705,66.661235,6.232236,114.786119,blackgram
127,63,34,36.847436,79.076606,7.676019,112.532498,cotton
53,70,47,35.317741,90.055443,6.498021,184.897907,papaya
91,33,63,28.68021,97.33415,7.253397,55.157034,muskmelon
36,72,70,25.919099,21.353026,6.387575,40.122876,chickpea
6,10,54,28.001863,95.692046,7.515976,173.817239,coconut
30,74,72,19.290836,14.306534,7.069933,66.456951,chickpea
83,94,56,28.819955,75.382068,6.57591,142.086024,banana
12,34,52,25.25129,47.644716,6.313301,169.086207,mango
3,37,40,21.318549,71.057845,6.461668,128.960225,coffee
11,59,16,27.468824,66.196863,5.841914,75.617115,blackgram
29,129,183,10.613989,94.948247,6.742467,75.116179,grapes
127,60,17,22.698233,62.294639,6.163921,119.175283,cotton
32,50,28,31.574989,83.451733,7.243184,62.090301,mungbean
106,47,28,30.310219,71.261003,6.336303,100.106179,cotton
13,69,31,25.291221,79.650065,6.533762,67.346708,blackgram
5,123,200,19.114893,91.118918,5.535016,149.269475,apple
23,25,56,25.499526,87.787995,6.412379,187.749222,pomegranate
25,144,188,8.145422,84.154634,6.88722,112.596389,grapes
30,140,195,9.454918,81.423993,5.811931,88.437034,grapes
28,10,40,34.087463,53.732017,6.29741,95.436789,mango
19,126,205,21.755244,97.176099,6.113435,111.801596,apple
29,62,29,22.495223,49.172753,6.260278,123.453169,kidneybeans
15,39,53,27.484343,85.046469,7.63063,121.111382,coconut
59,63,45,31.478868,93.778019,6.504586,202.191979,papaya
39,58,20,28.549676,50.612891,6.456705,72.075981,mothbeans
22,10,33,29.341369,49.443645,6.808434,115.45222,mango
36,67,23,32.230495,78.810103,6.915968,117.00926,blackgram
21,49,27,26.201463,90.802516,6.570297,67.689532,mungbean
66,57,52,26.73675,81.434554,7.103658,193.591267,jute
55,62,50,32.319753,90.870226,6.782146,138.48526,papaya
14,18,50,31.442416,93.709944,5.448248,159.375976,coconut
10,14,31,27.437643,55.595363,5.80467,171.744842,mango
32,135,200,11.287413,84.635172,6.135954,100.744063,grapes
31,144,194,14.843802,90.132058,5.573519,64.227417,grapes
35,118,199,17.827148,92.301784,6.108131,72.803288,grapes
100,46,48,26.313521,92.676376,5.777987,268.296531,rice
19,54,24,31.581098,82.815564,6.606254,62.503402,mungbean
95,22,47,30.580459,93.611473,6.799011,26.19826,muskmelon
122,44,22,34.803798,78.248752,6.631207,64.442789,cotton
6,57,45,20.759919,61.311442,6.525965,179.732837,coffee
20,24,52,36.15971,86.902552,5.48765,191.691503,coconut
31,124,199,13.394268,87.254274,5.941367,78.540047,grapes
29,87,37,24.37349,62.737622,5.694601,137.385536,pigeonpeas
27,39,31,27.947548,80.036591,7.090331,64.112864,mungbean
11,131,193,14.504801,88.174586,5.745726,125.768726,grapes
86,39,45,21.636546,92.514898,6.900725,200.296673,rice
100,49,35,25.87126,94.410283,6.333395,176.754385,rice
14,64,23,25.749898,46.191588,5.867978,123.477511,kidneybeans
7,18,53,34.555414,95.577005,7.974937,148.476493,coconut
81,33,49,33.594262,91.750109,6.177602,47.509409,watermelon
113,36,47,26.488384,95.156861,6.325113,40.310004,muskmelon
115,16,54,27.570078,94.977262,6.223097,48.514824,muskmelon
117,18,52,26.852236,81.429136,6.594322,88.728885,watermelon
24,26,34,27.953991,66.547205,6.801932,97.606805,mango
118,36,64,37.452841,91.673259,7.327881,22.63648,muskmelon
26,137,205,16.563001,87.977416,6.064027,104.474642,grapes
18,10,35,29.78116,89.257805,6.415768,184.715499,coconut
87,52,43,25.626136,79.624912,7.132184,213.573326,jute
14,117,208,10.450478,83.481825,6.689767,111.348311,grapes
29,77,14,23.945426,49.260903,5.701161,88.142461,pigeonpeas
120,31,32,25.476967,75.819999,6.52948,201.511113,rice
12,141,209,23.656064,90.767396,5.511147,184.516681,apple
32,19,58,33.981631,90.434799,5.594096,198.146907,pomegranate
112,63,28,37.857383,76.681324,7.881946,99.010105,cotton
23,66,15,20.913403,47.115013,6.144236,99.403733,kidneybeans
39,125,208,8.775174,82.939644,5.796093,73.459255,grapes
89,65,57,24.894467,75.24266,6.990491,221.139619,jute
17,35,37,34.189561,69.756766,6.435533,122.935864,mango
91,24,55,29.797219,96.512906,6.730969,20.0,muskmelon
37,141,204,17.959929,82.730346,6.440663,80.906785,grapes
19,59,19,28.862423,44.187744,4.929368,72.185046,mothbeans
30,27,58,21.919126,85.179589,7.329455,120.519783,pomegranate
18,131,203,19.688548,93.558502,5.799611,192.375895,apple
5,140,201,18.526371,90.413606,6.590044,197.171855,apple
2,16,25,37.853357,97.242227,6.657428,113.835743,coconut
21,139,193,9.676658,88.560685,6.958791,80.794973,grapes
109,69,54,32.707673,85.11335,6.646155,162.859124,banana
20,40,55,25.439776,89.172351,5.620244,111.122365,pomegranate
86,24,61,29.392749,97.312097,6.904856,25.378673,muskmelon
58,73,43,36.927456,92.14148,6.67132,210.742771,papaya
101,58,20,35.081149,78.894017,6.969162,65.739807,cotton
11,125,189,14.426379,81.088982,6.044286,80.163728,grapes
4,15,44,28.724883,85.79264,8.001881,151.127759,coconut
12,34,58,25.47656,91.21253,7.168145,191.378003,pomegranate
36,87,98,22.125662,26.919328,7.101306,68.774417,chickpea
18,27,32,26.981873,87.69516,5.334601,129.926846,coconut
30,85,19,22.59732,77.542166,6.415023,78.019369,lentil
91,71,61,32.103125,83.265099,6.006648,188.029006,banana
94,14,49,35.762357,92.019653,7.292589,43.118295,muskmelon
102,21,64,27.092531,82.169737,6.1775,58.29392,watermelon
89,36,53,32.038421,91.64366,6.45202,40.002168,watermelon
41,67,44,26.4054,96.971334,6.676702,174.573328,papaya
11,142,196,19.407273,96.532534,6.667316,152.082585,apple
25,122,197,17.589384,82.105133,5.589618,69.901429,grapes
100,44,18,37.062146,62.838472,6.543111,112.516719,cotton
21,110,194,13.834189,84.949509,6.581113,114.274752,grapes
76,56,45,23.050575,89.183206,5.621866,199.713092,rice
80,44,64,31.443317,84.552486,6.440608,230.592038,jute
118,11,50,25.534847,94.38825,6.247619,24.907155,muskmelon
8,37,38,30.999714,97.076713,7.342047,156.47282,coconut
45,65,46,29.149236,97.742685,6.727918,230.598761,papaya
11,72,26,19.589703,41.948941,6.050784,129.631069,kidneybeans
26,128,206,12.619827,86.586644,6.677611,62.752386,grapes
126,40,22,24.120639,66.697442,7.223107,63.511288,cotton
28,71,30,20.741581,75.504924,7.130165,57.461019,lentil
4,141,199,19.504246,96.847367,7.017961,173.504714,apple
68,54,61,31.747826,82.631452,7.452484,234.820853,jute
95,66,45,33.6197,85.079629,6.213194,134.857686,banana
35,63,22,20.954085,51.204547,6.666679,135.338734,kidneybeans
95,12,64,34.867518,87.889314,6.083699,77.835836,watermelon
21,102,192,16.845328,88.554816,6.436026,64.72405,grapes
29,101,203,16.964792,92.772114,5.71805,90.11281,grapes
17,17,41,35.083292,94.195532,7.364284,139.853916,pomegranate
38,80,32,24.747346,50.315612,5.605271,103.040612,pigeonpeas
90,50,63,37.678043,77.406149,7.152591,203.185096,jute
80,47,59,35.059557,73.652502,6.907634,199.492945,jute
5,21,31,33.05382,85.104582,7.080489,111.334876,coconut
15,29,47,26.546933,88.879343,5.86452,105.154313,coconut
33,21,55,37.786148,92.728652,6.317221,122.505929,pomegranate
96,52,45,31.939913,82.759297,6.78837,210.446672,jute
3,123,198,21.730886,96.184598,6.323764,123.534908,apple
12,40,48,27.01413,91.94235,6.12235,144.396961,coconut
80,45,54,28.104055,82.727073,6.071238,198.720742,jute
28,123,192,9.751828,83.328937,6.945444,80.135544,grapes
35,28,31,35.399153,58.476058,6.356551,115.151895,mango
102,25,52,33.304987,84.105652,6.09352,68.065296,watermelon
5,34,45,26.019617,86.157944,7.547708,101.849235,coconut
27,64,36,28.537649,51.320453,5.824146,115.192762,pigeonpeas
19,71,27,29.308604,50.559947,6.444532,87.063274,pigeonpeas
32,37,43,25.644112,68.97606,5.031709,104.664261,mango
7,11,42,37.826809,90.775645,5.730724,188.710546,coconut
27,63,29,30.775314,92.005829,6.261099,90.83231,mungbean
10,34,54,34.330899,89.882367,6.576717,158.53184,coconut
14,64,31,33.22879,44.151924,6.186149,62.982728,mothbeans
12,101,207,9.008332,91.351395,6.922052,90.353889,grapes
125,58,36,22.668841,77.37774,7.878995,98.867809,cotton
0,139,209,22.752916,98.297175,6.540929,188.236821,apple
79,50,38,35.786332,70.539842,6.536993,151.208334,jute
34,108,207,17.727301,88.119083,5.684467,72.103014,grapes
71,58,53,24.230718,71.347638,6.334283,162.352361,jute
29,140,189,10.910685,92.488564,6.427648,113.933629,grapes
76,45,35,31.265791,73.474749,7.568245,180.274763,jute
8,14,32,27.154435,92.854209,5.385061,161.155289,coconut
16,29,51,21.510717,91.82302,5.993262,190.084911,pomegranate
9,38,45,29.286914,70.105659,5.002497,131.914583,mango
31,17,51,33.257998,85.205893,6.690433,158.08426,pomegranate
85,32,49,37.313218,91.095031,7.520834,58.435394,muskmelon
27,108,208,16.875532,85.714208,5.711325,125.418171,grapes
28,85,32,31.274868,45.046131,6.407704,108.579806,pigeonpeas
26,36,21,25.282642,85.160421,6.558846,56.00294,mungbean
93,55,48,29.031293,78.519315,7.383423,152.294833,jute
120,61,21,32.598909,56.930949,6.567173,111.013301,cotton
22,80,94,24.07671,35.841093,6.166141,70.066409,chickpea
6,31,42,26.494667,91.932933,5.813,176.855336,coconut
30,141,193,9.269249,88.751703,5.638466,113.058535,grapes
15,39,15,23.428825,97.010927,6.89718,176.622146,orange
36,140,192,9.477433,87.227601,5.996181,123.766855,grapes
19,12,42,18.07349,88.351896,6.970187,138.794763,pomegranate
117,79,55,27.115981,87.28953,6.341877,137.420313,banana
98,52,39,32.269599,84.055804,7.607905,220.468821,jute
12,44,34,20.421439,68.657763,6.49893,135.559482,coffee
104,56,38,33.041359,62.845666,6.88005,112.227544,cotton
33,51,35,26.367019,45.252874,4.565002,52.699243,mothbeans
20,104,185,14.474542,83.365936,6.063054,83.004922,grapes
6,133,190,22.731891,97.138979,5.484822,183.787263,apple
19,65,40,30.955698,51.368874,6.329511,91.02956,pigeonpeas
4,24,14,27.688956,97.020031,7.087081,126.098448,orange
12,32,42,36.567356,98.984333,6.504483,188.646543,coconut
6,39,12,18.792917,92.290269,7.170535,158.111194,orange
101,53,35,25.409065,92.704103,6.027062,153.861458,rice
34,40,51,34.370976,89.916882,7.34072,117.913998,pomegranate
37,30,57,21.759168,87.418182,5.7774,144.240862,pomegranate
17,24,31,26.210445,85.292656,6.916693,194.9071,coconut
22,76,32,18.793935,40.72414,6.094614,137.900236,kidneybeans
107,41,22,35.127264,65.735334,6.032694,116.934093,cotton
89,22,51,35.049671,95.335463,7.332822,50.733813,muskmelon
12,31,48,29.543151,89.132345,6.521675,148.385529,coconut
94,56,37,36.216004,89.622223,6.492147,225.294973,jute
39,62,35,26.420133,74.526552,6.189419,116.338649,blackgram
36,64,38,22.293951,67.909958,6.913965,42.571372,lentil
16,123,188,16.873683,84.447999,6.421051,118.483968,grapes
20,32,19,12.232466,95.758045,6.648475,156.111318,orange
15,31,46,28.693093,97.544109,5.322834,103.853816,coconut
14,66,26,29.559217,76.774305,6.085468,59.064299,blackgram
14,39,49,33.342226,97.596316,5.081986,182.178027,coconut
